ID,Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,Cluster
2088,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Seni,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,0
2089,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Alat Seni,Tidak Setuju,Netral,Tidak Setuju,Tidak Setuju,0
2090,Edukasi,Toko buku independen lainnya,Hiburan atau relaksasi,Seni,Daily needs,Sangat Tidak Setuju,Netral,Sangat Setuju,Setuju,1
2091,Buku Anak,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Netral,1
2092,Edukasi,Website Gramedia.com,Menambah pengetahuan,Literasi,edukasi,Sangat Setuju,Sangat Setuju,Tidak Setuju,Tidak Setuju,4
2093,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Setuju,Setuju,Sangat Setuju,1
2094,Novel Fiksi,Aplikasi Gramedia.com,Hiburan atau relaksasi,Literasi,edukasi,Netral,Setuju,Setuju,Tidak Setuju,4
2095,Komik,Toko buku independen lainnya,Kado atau hadiah,Seni,Alat Seni,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,2
2096,Buku Anak,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,edukasi,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,0
2097,Alat Kantor/Sekolah,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear,Sangat Setuju,Netral,Sangat Tidak Setuju,Sangat Setuju,3
2098,Buku Non-Fiksi,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Self Wear,Tidak Setuju,Setuju,Setuju,Netral,2
2099,Buku Anak,Toko Gramedia,Untuk mengekspresikan kreativitas,Seni,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,0
2100,Buku Non-Fiksi,Aplikasi Gramedia.com,Hiburan atau relaksasi,Seni,edukasi,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,3
2101,Edukasi,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Alat Seni,Sangat Setuju,Setuju,Sangat Setuju,Setuju,1
2102,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,edukasi,Netral,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,4
2103,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Aktivitas Rekreasional,edukasi,Sangat Setuju,Sangat Setuju,Sangat Setuju,Tidak Setuju,4
2104,Alat Seni,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,edukasi,Tidak Setuju,Setuju,Sangat Tidak Setuju,Setuju,0
2105,Komik,Toko Gramedia,Hiburan atau relaksasi,Seni,edukasi,Setuju,Tidak Setuju,Sangat Tidak Setuju,Netral,0
2106,Alat Kantor/Sekolah,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Tidak Setuju,Netral,Setuju,Tidak Setuju,0
2107,Buku Non-Fiksi,Aplikasi Gramedia.com,Menambah pengetahuan,Seni,edukasi,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Tidak Setuju,4
2108,Alat Seni,Toko Gramedia,Hiburan atau relaksasi,Seni,Self Wear,Netral,Setuju,Sangat Tidak Setuju,Setuju,1
2109,Alat Seni,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Self Wear,Sangat Setuju,Tidak Setuju,Netral,Sangat Tidak Setuju,2
2110,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Self Wear,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,3
2111,Buku Non-Fiksi,Toko Gramedia,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Setuju,Netral,Sangat Tidak Setuju,Netral,2
2112,Buku Anak,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Alat Seni,Tidak Setuju,Netral,Tidak Setuju,Sangat Setuju,0
2113,Sport & mainanan,Toko buku independen lainnya,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Netral,Sangat Setuju,Setuju,Tidak Setuju,0
2114,Buku Non-Fiksi,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Setuju,Tidak Setuju,Sangat Setuju,Setuju,2
2115,Sport & mainanan,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Alat Seni,Tidak Setuju,Sangat Tidak Setuju,Netral,Tidak Setuju,1
2116,Alat Seni,Website Gramedia.com,Hiburan atau relaksasi,Seni,edukasi,Setuju,Netral,Tidak Setuju,Netral,2
2117,Buku Anak,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Daily needs,Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral,2
2118,Buku Non-Fiksi,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,3
2119,Novel Fiksi,Toko alat tulis lainnya,Hiburan atau relaksasi,Seni,edukasi,Netral,Setuju,Tidak Setuju,Setuju,0
2120,Sport & mainanan,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Setuju,1
2121,Alat Seni,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Netral,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
2122,Komik,Toko Gramedia,Kado atau hadiah,Seni,edukasi,Netral,Setuju,Netral,Sangat Setuju,0
2123,Alat Kantor/Sekolah,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Self Wear,Setuju,Setuju,Netral,Tidak Setuju,1
2124,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Literasi,edukasi,Tidak Setuju,Setuju,Setuju,Sangat Tidak Setuju,0
2125,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Alat Seni,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Setuju,0
2126,Alat Seni,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Lifestyle,Self Wear,Sangat Tidak Setuju,Sangat Setuju,Setuju,Sangat Tidak Setuju,1
2127,Edukasi,Toko Gramedia,Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Setuju,Sangat Tidak Setuju,Netral,Sangat Setuju,2
2128,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,0
2129,Alat Seni,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Setuju,Netral,Sangat Setuju,Setuju,4
2130,Sport & mainanan,Toko alat tulis lainnya,Menambah pengetahuan,Lifestyle,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Netral,Netral,1
2131,Komik,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Sangat Setuju,0
2132,Sport & mainanan,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Tidak Setuju,Sangat Setuju,Sangat Setuju,Setuju,0
2133,Novel Fiksi,Toko alat tulis lainnya,Kado atau hadiah,Lifestyle,edukasi,Netral,Tidak Setuju,Netral,Sangat Setuju,0
2134,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Seni,Self Wear,Setuju,Setuju,Sangat Setuju,Setuju,1
2135,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,2
2136,Edukasi,Toko Gramedia,Menambah pengetahuan,Lifestyle,Alat Seni,Setuju,Sangat Tidak Setuju,Netral,Tidak Setuju,1
2137,Sport & mainanan,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,edukasi,Setuju,Tidak Setuju,Netral,Setuju,1
2138,Alat Kantor/Sekolah,Toko Gramedia,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Sangat Setuju,Setuju,Setuju,0
2139,Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Aktivitas Rekreasional,Alat Seni,Netral,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,4
2140,Edukasi,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Setuju,Setuju,Tidak Setuju,Sangat Tidak Setuju,0
2141,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,edukasi,Sangat Setuju,Tidak Setuju,Setuju,Netral,0
2142,Novel Fiksi,Toko alat tulis lainnya,Menambah pengetahuan,Literasi,Self Wear,Netral,Sangat Tidak Setuju,Netral,Setuju,1
2143,Alat Seni,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Literasi,Daily needs,Setuju,Netral,Netral,Sangat Tidak Setuju,0
2144,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Seni,edukasi,Sangat Tidak Setuju,Setuju,Sangat Setuju,Sangat Setuju,4
2145,Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Netral,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,0
2146,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,edukasi,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Setuju,0
2147,Sport & mainanan,Toko Gramedia,Menambah pengetahuan,Aktivitas Rekreasional,Alat Seni,Setuju,Netral,Tidak Setuju,Sangat Tidak Setuju,0
2148,Alat Kantor/Sekolah,Toko alat tulis lainnya,Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,0
2149,Alat Seni,Website Gramedia.com,Kado atau hadiah,Aktivitas Rekreasional,Daily needs,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Sangat Setuju,0
2150,Alat Seni,Website Gramedia.com,Kado atau hadiah,Literasi,edukasi,Netral,Netral,Tidak Setuju,Netral,0
2151,Sport & mainanan,Toko buku independen lainnya,Hiburan atau relaksasi,Lifestyle,edukasi,Tidak Setuju,Tidak Setuju,Setuju,Netral,0
2152,Edukasi,Aplikasi Gramedia.com,Kado atau hadiah,Literasi,edukasi,Tidak Setuju,Netral,Sangat Tidak Setuju,Setuju,0
2153,Komik,Toko alat tulis lainnya,Hiburan atau relaksasi,Seni,Alat Seni,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,3
2154,Alat Kantor/Sekolah,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Seni,edukasi,Tidak Setuju,Setuju,Tidak Setuju,Sangat Setuju,0
2155,Buku Non-Fiksi,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Seni,edukasi,Sangat Tidak Setuju,Netral,Netral,Sangat Tidak Setuju,1
2156,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,0
2157,Alat Seni,Aplikasi Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Tidak Setuju,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,0
2158,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Setuju,0
2159,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Lifestyle,Self Wear,Sangat Tidak Setuju,Tidak Setuju,Setuju,Netral,2
2160,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,edukasi,Sangat Setuju,Netral,Netral,Sangat Tidak Setuju,4
2161,Buku Non-Fiksi,Aplikasi Gramedia.com,Kado atau hadiah,Lifestyle,Self Wear,Sangat Setuju,Netral,Setuju,Setuju,1
2162,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Self Wear,Sangat Setuju,Netral,Netral,Setuju,1
2163,Novel Fiksi,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,edukasi,Sangat Setuju,Tidak Setuju,Tidak Setuju,Netral,0
2164,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Literasi,Self Wear,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,Setuju,3
2165,Buku Anak,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,edukasi,Tidak Setuju,Tidak Setuju,Setuju,Sangat Setuju,0
2166,Buku Non-Fiksi,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Sangat Setuju,Netral,Tidak Setuju,Setuju,4
2167,Alat Kantor/Sekolah,Toko Gramedia,Untuk mengekspresikan kreativitas,Lifestyle,Daily needs,Setuju,Netral,Sangat Setuju,Tidak Setuju,4
2168,Buku Non-Fiksi,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,edukasi,Sangat Tidak Setuju,Netral,Netral,Setuju,1
2169,Komik,Website Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Netral,Setuju,Sangat Setuju,Netral,2
2170,Komik,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Lifestyle,Alat Seni,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
2171,Sport & mainanan,Toko alat tulis lainnya,Kado atau hadiah,Seni,Self Wear,Netral,Setuju,Tidak Setuju,Sangat Setuju,3
2172,Edukasi,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Seni,Self Wear,Netral,Setuju,Sangat Setuju,Netral,1
2173,Sport & mainanan,Toko buku independen lainnya,Menambah pengetahuan,Aktivitas Rekreasional,Alat Seni,Tidak Setuju,Netral,Tidak Setuju,Sangat Setuju,0
2174,Alat Kantor/Sekolah,Toko alat tulis lainnya,Menambah pengetahuan,Lifestyle,Alat Seni,Netral,Setuju,Netral,Sangat Tidak Setuju,1
2175,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Literasi,Self Wear,Tidak Setuju,Netral,Tidak Setuju,Netral,0
2176,Edukasi,Aplikasi Gramedia.com,Kado atau hadiah,Literasi,edukasi,Sangat Setuju,Netral,Sangat Tidak Setuju,Sangat Setuju,3
2177,Alat Seni,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,edukasi,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,4
2178,Edukasi,Toko Gramedia,Menambah pengetahuan,Lifestyle,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,1
2179,Alat Seni,Toko Gramedia,Untuk mengekspresikan kreativitas,Seni,edukasi,Sangat Tidak Setuju,Setuju,Setuju,Sangat Setuju,4
2180,Alat Seni,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Seni,Daily needs,Sangat Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju,0
2181,Alat Seni,Website Gramedia.com,Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Netral,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,2
2182,Alat Kantor/Sekolah,Website Gramedia.com,Hiburan atau relaksasi,Seni,Self Wear,Setuju,Sangat Setuju,Tidak Setuju,Tidak Setuju,3
2183,Komik,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Tidak Setuju,Netral,Netral,Tidak Setuju,1
2184,Buku Anak,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Alat Seni,Sangat Setuju,Netral,Setuju,Netral,2
2185,Alat Seni,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Seni,Daily needs,Sangat Setuju,Sangat Tidak Setuju,Netral,Sangat Setuju,3
2186,Novel Fiksi,Website Gramedia.com,Kado atau hadiah,Seni,edukasi,Tidak Setuju,Tidak Setuju,Sangat Setuju,Setuju,0
2187,Alat Kantor/Sekolah,Toko alat tulis lainnya,Menambah pengetahuan,Literasi,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,0
2188,Buku Anak,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Daily needs,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju,Setuju,0
2189,Buku Anak,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Setuju,4
2190,Komik,Toko buku independen lainnya,Hiburan atau relaksasi,Lifestyle,Self Wear,Setuju,Netral,Sangat Setuju,Sangat Setuju,1
2191,Novel Fiksi,Website Gramedia.com,Menambah pengetahuan,Lifestyle,Self Wear,Tidak Setuju,Netral,Tidak Setuju,Tidak Setuju,4
2192,Alat Kantor/Sekolah,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Daily needs,Tidak Setuju,Sangat Setuju,Netral,Tidak Setuju,0
2193,Edukasi,Toko Gramedia,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Sangat Setuju,Netral,Sangat Setuju,Setuju,4
2194,Alat Seni,Aplikasi Gramedia.com,Kado atau hadiah,Seni,Self Wear,Setuju,Tidak Setuju,Tidak Setuju,Setuju,0
2195,Buku Anak,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Seni,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Setuju,1
2196,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Literasi,Daily needs,Sangat Tidak Setuju,Netral,Sangat Setuju,Netral,0
2197,Buku Anak,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Lifestyle,Alat Seni,Setuju,Sangat Tidak Setuju,Sangat Setuju,Setuju,4
2198,Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Literasi,Self Wear,Netral,Sangat Tidak Setuju,Setuju,Setuju,2
2199,Alat Kantor/Sekolah,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,edukasi,Sangat Setuju,Setuju,Sangat Tidak Setuju,Setuju,1
2200,Buku Non-Fiksi,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Sangat Setuju,Setuju,Sangat Tidak Setuju,Setuju,1
2201,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,edukasi,Setuju,Sangat Setuju,Netral,Sangat Setuju,3
2202,Sport & mainanan,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Alat Seni,Sangat Setuju,Netral,Sangat Tidak Setuju,Tidak Setuju,1
2203,Sport & mainanan,Toko buku independen lainnya,Hiburan atau relaksasi,Literasi,edukasi,Sangat Setuju,Tidak Setuju,Setuju,Sangat Tidak Setuju,0
2204,Alat Kantor/Sekolah,Website Gramedia.com,Kado atau hadiah,Seni,Daily needs,Sangat Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju,0
2205,Alat Seni,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,edukasi,Tidak Setuju,Tidak Setuju,Sangat Setuju,Sangat Setuju,0
2206,Alat Seni,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Setuju,Netral,2
2207,Komik,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju,4
2208,Sport & mainanan,Toko Gramedia,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Alat Seni,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,0
2209,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Netral,1
2210,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Sangat Setuju,0
2211,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Tidak Setuju,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,3
2212,Alat Seni,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Netral,Netral,Tidak Setuju,Tidak Setuju,0
2213,Sport & mainanan,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Self Wear,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,1
2214,Sport & mainanan,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Daily needs,Netral,Tidak Setuju,Setuju,Netral,1
2215,Alat Seni,Toko buku independen lainnya,Hiburan atau relaksasi,Lifestyle,Self Wear,Tidak Setuju,Tidak Setuju,Netral,Netral,1
2216,Alat Kantor/Sekolah,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Alat Seni,Sangat Setuju,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,0
2217,Buku Anak,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Alat Seni,Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,2
2218,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Aktivitas Rekreasional,Alat Seni,Netral,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,0
2219,Buku Non-Fiksi,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Seni,Self Wear,Netral,Tidak Setuju,Netral,Setuju,1
2220,Sport & mainanan,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,edukasi,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,0
2221,Buku Anak,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Lifestyle,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Setuju,Netral,2
2222,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Literasi,edukasi,Setuju,Netral,Sangat Setuju,Sangat Tidak Setuju,0
2223,Edukasi,Aplikasi Gramedia.com,Menambah pengetahuan,Seni,Self Wear,Sangat Setuju,Tidak Setuju,Sangat Setuju,Netral,3
2224,Komik,Toko buku independen lainnya,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Setuju,Netral,Setuju,Sangat Tidak Setuju,2
2225,Alat Kantor/Sekolah,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Netral,Netral,Sangat Tidak Setuju,Setuju,0
2226,Sport & mainanan,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,1
2227,Buku Non-Fiksi,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,edukasi,Sangat Tidak Setuju,Netral,Setuju,Sangat Tidak Setuju,0
2228,Alat Seni,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Daily needs,Setuju,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,2
2229,Alat Kantor/Sekolah,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Daily needs,Netral,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,3
2230,Alat Seni,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Self Wear,Sangat Tidak Setuju,Setuju,Netral,Sangat Tidak Setuju,1
2231,Komik,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Self Wear,Setuju,Sangat Tidak Setuju,Setuju,Sangat Setuju,2
2232,Alat Kantor/Sekolah,Website Gramedia.com,Kado atau hadiah,Seni,edukasi,Sangat Setuju,Setuju,Sangat Tidak Setuju,Tidak Setuju,3
2233,Buku Anak,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Self Wear,Sangat Setuju,Sangat Setuju,Setuju,Setuju,2
