Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,cluster
Alat Musik;Alat Olahraga;Perlengkapan Kantor atau Sekolah,Toko alat tulis lainnya,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas",Melukis atau menggambar,Alat Olahraga,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,2
"Alat Olahraga;Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Bermain game (offline/online);Membaca buku atau majalah,"Alat Tulis kantor atau sekolah;Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Buku non-fiksi (pengembangan diri, sejarah, agama)",Netral,Netral,Sangat Setuju,Sangat Setuju,0
Alat Olahraga;Novel Fiksi;Perlengkapan Seni/Kreatif,Toko buku independen lainnya,Kado atau hadiah;Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,Bermain musik;Menghadiri acara budaya atau edukasi;Olahraga,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Kesehatan dan Kecantikan;Mainan",Tidak Setuju,Sangat Setuju,Setuju,Sangat Setuju,3
Alat Tulis Umum (Kantor/Sekolah),Toko alat tulis lainnya,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Menghadiri acara budaya atau edukasi,Alat Olahraga;Mainan,Netral,Tidak Setuju,Netral,Sangat Setuju,3
Mainan/Collectible item;Perlengkapan Kantor atau Sekolah,Website Gramedia.com,Kado atau hadiah;Sebagai bentuk 'self-reward' atau apresiasi diri,Bermain musik,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Setuju,Sangat Setuju,Setuju,Sangat Tidak Setuju,1
Alat Olahraga;Mainan/Collectible item;Novel Fiksi,Toko buku independen lainnya,Hiburan atau relaksasi;Untuk mengekspresikan kreativitas,Belanja online/offline,Alat Tulis kantor atau sekolah,Tidak Setuju,Netral,Setuju,Setuju,1
Jurnal/Perencana (Planner);Perlengkapan Kantor atau Sekolah,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Bermain musik;Olahraga,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Setuju,Setuju,Tidak Setuju,Sangat Setuju,2
Alat Musik;Buku Anak,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Belanja online/offline,Alat Olahraga;Kesehatan dan Kecantikan,Tidak Setuju,Sangat Tidak Setuju,Netral,Sangat Setuju,3
"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Jurnal/Perencana (Planner);Perlengkapan Seni/Kreatif",Toko alat tulis lainnya,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Bermain game (offline/online),"Buku fiksi (novel, komik, buku anak);Buku non-fiksi (pengembangan diri, sejarah, agama)",Netral,Setuju,Netral,Sangat Setuju,2
Perlengkapan Kantor atau Sekolah,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Belanja online/offline;Menghadiri acara budaya atau edukasi,"Alat Musik & kesenian;Buku fiksi (novel, komik, buku anak)",Netral,Sangat Setuju,Setuju,Netral,4
Buku Anak,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri",Membaca buku atau majalah,"Alat Tulis kantor atau sekolah;Buku fiksi (novel, komik, buku anak);Mainan",Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,5
Jurnal/Perencana (Planner),Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas",Bermain game (offline/online);Menghadiri acara budaya atau edukasi;Olahraga,"Buku fiksi (novel, komik, buku anak)",Setuju,Sangat Tidak Setuju,Sangat Setuju,Setuju,2
Alat Tulis Umum (Kantor/Sekolah);Perlengkapan Seni/Kreatif,Toko alat tulis lainnya,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Melukis atau menggambar;Travelling,Kesehatan dan Kecantikan;Mainan,Tidak Setuju,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,0
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)","Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi;Kado atau hadiah;Menambah pengetahuan,Menghadiri acara budaya atau edukasi;Olahraga,Alat Olahraga;Kesehatan dan Kecantikan,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Setuju,1
Alat Olahraga;Jurnal/Perencana (Planner),"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi;Untuk mengekspresikan kreativitas,"Menghadiri acara budaya atau edukasi;Menulis (diari, blog, atau lainnya)","Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,0
"Buku Anak;Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Belanja online/offline;Travelling,"Buku fiksi (novel, komik, buku anak)",Setuju,Tidak Setuju,Netral,Netral,0
Perlengkapan Seni/Kreatif,Toko buku independen lainnya,Hiburan atau relaksasi;Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,Membaca buku atau majalah,"Alat Tulis kantor atau sekolah;Buku fiksi (novel, komik, buku anak);Buku non-fiksi (pengembangan diri, sejarah, agama)",Setuju,Setuju,Sangat Setuju,Sangat Setuju,2
"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Aplikasi Gramedia.com,Menambah pengetahuan;Untuk mengekspresikan kreativitas,Belanja online/offline;Bermain musik;Menghadiri acara budaya atau edukasi,"Alat Tulis kantor atau sekolah;Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,0
Buku Anak;Perlengkapan Seni/Kreatif,Toko Gramedia,Hiburan atau relaksasi;Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,"Melukis atau menggambar;Menulis (diari, blog, atau lainnya);Olahraga","Alat Olahraga;Alat Tulis kantor atau sekolah;Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Netral,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,3
Alat Olahraga;Buku Anak,Toko buku independen lainnya,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan",Bermain game (offline/online);Melukis atau menggambar;Travelling,Alat Olahraga,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,2
Buku Anak;Jurnal/Perencana (Planner);Perlengkapan Seni/Kreatif,Toko Gramedia,Kado atau hadiah,Bermain game (offline/online);Bermain musik;Menghadiri acara budaya atau edukasi,"Alat Tulis kantor atau sekolah;Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Netral,Netral,Netral,Sangat Tidak Setuju,0
"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Perlengkapan Seni/Kreatif",Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)","Menghadiri acara budaya atau edukasi;Menulis (diari, blog, atau lainnya)","Buku fiksi (novel, komik, buku anak)",Sangat Tidak Setuju,Tidak Setuju,Netral,Netral,0
"Alat Tulis Umum (Kantor/Sekolah);Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Jurnal/Perencana (Planner)",Toko alat tulis lainnya,"Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Belanja online/offline;Melukis atau menggambar;Membaca buku atau majalah,Alat Musik & kesenian;Alat Olahraga;Mainan,Sangat Tidak Setuju,Netral,Sangat Setuju,Tidak Setuju,2
Alat Tulis Umum (Kantor/Sekolah);Mainan/Collectible item;Novel Fiksi,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Olahraga,"Alat Olahraga;Buku fiksi (novel, komik, buku anak);Kesehatan dan Kecantikan",Sangat Tidak Setuju,Netral,Sangat Setuju,Tidak Setuju,2
"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri","Menulis (diari, blog, atau lainnya);Travelling","Alat Olahraga;Buku fiksi (novel, komik, buku anak);Kesehatan dan Kecantikan",Sangat Tidak Setuju,Netral,Tidak Setuju,Sangat Tidak Setuju,0
Komik/Novel Grafis,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan;Untuk mengekspresikan kreativitas",Melukis atau menggambar;Olahraga;Travelling,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Setuju,Sangat Tidak Setuju,Setuju,Setuju,1
Novel Fiksi,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Membaca buku atau majalah,"Buku fiksi (novel, komik, buku anak)",Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,3
"Buku Anak;Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas","Bermain game (offline/online);Menulis (diari, blog, atau lainnya)","Alat Tulis kantor atau sekolah;Buku fiksi (novel, komik, buku anak)",Tidak Setuju,Netral,Sangat Setuju,Tidak Setuju,2
"Alat Musik;Alat Tulis Umum (Kantor/Sekolah);Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko Gramedia,Menambah pengetahuan,Belanja online/offline;Menghadiri acara budaya atau edukasi;Travelling,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Buku fiksi (novel, komik, buku anak);Mainan",Netral,Netral,Tidak Setuju,Setuju,1
Alat Tulis Umum (Kantor/Sekolah);Novel Fiksi,Aplikasi Gramedia.com,Kado atau hadiah,"Membaca buku atau majalah;Menghadiri acara budaya atau edukasi;Menulis (diari, blog, atau lainnya)","Alat Olahraga;Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Kesehatan dan Kecantikan",Setuju,Netral,Sangat Setuju,Setuju,2
Alat Olahraga;Jurnal/Perencana (Planner),"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi;Kado atau hadiah,Membaca buku atau majalah;Travelling,Alat Olahraga,Setuju,Netral,Tidak Setuju,Sangat Setuju,4
Alat Olahraga;Alat Tulis Umum (Kantor/Sekolah),Toko Gramedia,Menambah pengetahuan,Belanja online/offline,Alat Olahraga;Kesehatan dan Kecantikan,Tidak Setuju,Netral,Sangat Tidak Setuju,Setuju,1
Alat Olahraga,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Travelling,Kesehatan dan Kecantikan,Sangat Tidak Setuju,Sangat Setuju,Setuju,Setuju,1
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Belanja online/offline;Melukis atau menggambar,"Alat Musik & kesenian;Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Mainan",Netral,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,5
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Komik/Novel Grafis",Toko Gramedia,Hiburan atau relaksasi;Kado atau hadiah;Sebagai bentuk 'self-reward' atau apresiasi diri,"Menulis (diari, blog, atau lainnya)","Alat Musik & kesenian;Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Mainan",Tidak Setuju,Netral,Tidak Setuju,Netral,4
"Alat Olahraga;Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Aplikasi Gramedia.com,Hiburan atau relaksasi;Kado atau hadiah;Menambah pengetahuan,Bermain game (offline/online);Melukis atau menggambar;Menghadiri acara budaya atau edukasi,Alat Olahraga,Netral,Tidak Setuju,Netral,Netral,5
Buku Anak;Jurnal/Perencana (Planner);Perlengkapan Kantor atau Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,"Menulis (diari, blog, atau lainnya)","Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Tidak Setuju,Netral,Netral,Sangat Tidak Setuju,0
Alat Olahraga;Komik/Novel Grafis;Perlengkapan Kantor atau Sekolah,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,Melukis atau menggambar;Menghadiri acara budaya atau edukasi,"Alat Tulis kantor atau sekolah;Buku non-fiksi (pengembangan diri, sejarah, agama);Kesehatan dan Kecantikan",Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,0
Jurnal/Perencana (Planner),Toko buku independen lainnya,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Bermain game (offline/online);Melukis atau menggambar;Membaca buku atau majalah,Alat Tulis kantor atau sekolah,Tidak Setuju,Sangat Setuju,Setuju,Setuju,1
"Alat Musik;Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)","Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Membaca buku atau majalah;Olahraga,"Alat Olahraga;Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Kesehatan dan Kecantikan",Sangat Setuju,Setuju,Netral,Sangat Tidak Setuju,0
Alat Tulis Umum (Kantor/Sekolah),Toko buku independen lainnya,"Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas","Bermain musik;Menulis (diari, blog, atau lainnya);Travelling","Buku fiksi (novel, komik, buku anak)",Tidak Setuju,Netral,Sangat Tidak Setuju,Sangat Setuju,1
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Novel Fiksi;Perlengkapan Seni/Kreatif",Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Belanja online/offline;Bermain game (offline/online);Menghadiri acara budaya atau edukasi,"Buku fiksi (novel, komik, buku anak);Kesehatan dan Kecantikan",Netral,Sangat Setuju,Sangat Tidak Setuju,Setuju,5
Alat Olahraga;Mainan/Collectible item,Toko Gramedia,Hiburan atau relaksasi;Sebagai bentuk 'self-reward' atau apresiasi diri,Olahraga,"Buku fiksi (novel, komik, buku anak);Buku non-fiksi (pengembangan diri, sejarah, agama);Mainan",Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Setuju,5
Alat Musik,Toko alat tulis lainnya,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas",Bermain musik;Olahraga,Alat Musik & kesenian;Mainan,Setuju,Netral,Setuju,Sangat Setuju,1
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Perlengkapan Kantor atau Sekolah",Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Menghadiri acara budaya atau edukasi,Alat Tulis kantor atau sekolah,Netral,Netral,Setuju,Sangat Setuju,1
"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Novel Fiksi",Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,"Bermain game (offline/online);Melukis atau menggambar;Menulis (diari, blog, atau lainnya)",Mainan,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,2
Alat Tulis Umum (Kantor/Sekolah),Toko alat tulis lainnya,"Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas","Belanja online/offline;Menulis (diari, blog, atau lainnya)","Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Tidak Setuju,Sangat Setuju,Setuju,Sangat Setuju,3
Alat Olahraga;Alat Tulis Umum (Kantor/Sekolah);Mainan/Collectible item,Aplikasi Gramedia.com,"Hiburan atau relaksasi;Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Melukis atau menggambar;Membaca buku atau majalah;Olahraga,Alat Musik & kesenian,Setuju,Tidak Setuju,Netral,Setuju,5
Buku Anak;Novel Fiksi;Perlengkapan Kantor atau Sekolah,Toko buku independen lainnya,"Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Melukis atau menggambar,"Alat Tulis kantor atau sekolah;Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,4
Mainan/Collectible item;Novel Fiksi,Website Gramedia.com,Menambah pengetahuan,"Membaca buku atau majalah;Menulis (diari, blog, atau lainnya)","Alat Olahraga;Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Kesehatan dan Kecantikan",Tidak Setuju,Tidak Setuju,Netral,Setuju,0
Alat Tulis Umum (Kantor/Sekolah);Perlengkapan Kantor atau Sekolah;Perlengkapan Seni/Kreatif,Toko Gramedia,Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,"Belanja online/offline;Bermain musik;Menulis (diari, blog, atau lainnya)",Alat Musik & kesenian,Sangat Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju,0
Komik/Novel Grafis,Website Gramedia.com,Hiburan atau relaksasi,Belanja online/offline;Olahraga,"Buku fiksi (novel, komik, buku anak);Kesehatan dan Kecantikan",Setuju,Sangat Setuju,Tidak Setuju,Sangat Setuju,4
Mainan/Collectible item,"Marketplace (Shopee, Tokopedia, dll.)","Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)","Belanja online/offline;Melukis atau menggambar;Menulis (diari, blog, atau lainnya)",Kesehatan dan Kecantikan,Sangat Setuju,Tidak Setuju,Setuju,Sangat Tidak Setuju,1
Novel Fiksi;Perlengkapan Seni/Kreatif,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi;Sebagai bentuk 'self-reward' atau apresiasi diri,Membaca buku atau majalah,"Alat Musik & kesenian;Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Buku fiksi (novel, komik, buku anak)",Setuju,Setuju,Netral,Setuju,2
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Jurnal/Perencana (Planner);Perlengkapan Kantor atau Sekolah",Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Bermain game (offline/online),"Alat Musik & kesenian;Alat Tulis kantor atau sekolah;Buku non-fiksi (pengembangan diri, sejarah, agama)",Setuju,Netral,Netral,Tidak Setuju,2
"Alat Musik;Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Bermain musik;Membaca buku atau majalah;Olahraga,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Tidak Setuju,Setuju,Tidak Setuju,Sangat Setuju,0
"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Komik/Novel Grafis",Toko alat tulis lainnya,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas",Bermain game (offline/online);Bermain musik;Membaca buku atau majalah,"Buku fiksi (novel, komik, buku anak);Buku non-fiksi (pengembangan diri, sejarah, agama);Mainan",Setuju,Setuju,Netral,Setuju,2
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Novel Fiksi",Aplikasi Gramedia Digital (ebook),Kado atau hadiah;Untuk mengekspresikan kreativitas,"Melukis atau menggambar;Menulis (diari, blog, atau lainnya)","Alat Olahraga;Alat Tulis kantor atau sekolah;Buku non-fiksi (pengembangan diri, sejarah, agama)",Setuju,Netral,Setuju,Netral,1
"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri",Bermain game (offline/online);Membaca buku atau majalah;Menghadiri acara budaya atau edukasi,Alat Tulis kantor atau sekolah;Mainan,Sangat Tidak Setuju,Sangat Setuju,Setuju,Setuju,1
Alat Musik;Buku Anak,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,"Bermain musik;Menulis (diari, blog, atau lainnya)","Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Kesehatan dan Kecantikan;Mainan",Netral,Setuju,Netral,Tidak Setuju,2
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus);Mainan/Collectible item","Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan",Travelling,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus);Mainan",Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Setuju,1
Alat Musik;Alat Tulis Umum (Kantor/Sekolah),Toko Gramedia,"Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Belanja online/offline;Menghadiri acara budaya atau edukasi;Travelling,"Alat Tulis kantor atau sekolah;Buku fiksi (novel, komik, buku anak);Buku non-fiksi (pengembangan diri, sejarah, agama)",Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,5
Buku Anak;Mainan/Collectible item;Perlengkapan Kantor atau Sekolah,Toko buku independen lainnya,Menambah pengetahuan,"Menulis (diari, blog, atau lainnya)","Alat Tulis kantor atau sekolah;Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Netral,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
Perlengkapan Seni/Kreatif,Toko Gramedia,Hiburan atau relaksasi;Menambah pengetahuan,Belanja online/offline;Bermain game (offline/online);Travelling,"Alat Musik & kesenian;Buku non-fiksi (pengembangan diri, sejarah, agama);Mainan",Setuju,Tidak Setuju,Netral,Netral,0
"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.);Jurnal/Perencana (Planner);Perlengkapan Seni/Kreatif","Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi;Kado atau hadiah;Sebagai bentuk 'self-reward' atau apresiasi diri,Olahraga,"Buku fiksi (novel, komik, buku anak);Kesehatan dan Kecantikan",Tidak Setuju,Netral,Tidak Setuju,Setuju,1
Alat Tulis Umum (Kantor/Sekolah),"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Olahraga,"Alat Musik & kesenian;Alat Tulis kantor atau sekolah;Buku non-fiksi (pengembangan diri, sejarah, agama)",Netral,Sangat Setuju,Sangat Setuju,Netral,4
