Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,cluster
Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,edukasi,Netral,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,5
Alat Seni;Novel Fiksi;Sport & mainanan,Toko Gramedia,Hiburan atau relaksasi;Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Alat Seni,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,3
Alat Seni;Edukasi,Toko Gramedia,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Literasi;Seni,Self Wear;edukasi,Sangat Tidak Setuju,Setuju,Tidak Setuju,Sangat Tidak Setuju,2
Alat Kantor/Sekolah;Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,edukasi,Sangat Setuju,Setuju,Netral,Sangat Tidak Setuju,0
Alat Kantor/Sekolah;Sport & mainanan,Toko buku independen lainnya,Hiburan atau relaksasi;Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Seni,Self Wear,Sangat Setuju,Setuju,Setuju,Sangat Tidak Setuju,1
Alat Seni;Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),"Hiburan atau relaksasi;Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle;Literasi,Self Wear,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,5
Alat Seni;Komik;Novel Fiksi,Toko buku independen lainnya,"Hiburan atau relaksasi;Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle;Literasi,Alat Seni,Netral,Netral,Sangat Tidak Setuju,Tidak Setuju,5
Alat Kantor/Sekolah;Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Lifestyle;Seni,edukasi,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Netral,4
Alat Seni;Buku Anak;Sport & mainanan,Aplikasi Gramedia.com,Kado atau hadiah,Aktivitas Rekreasional;Lifestyle;Seni,Self Wear;edukasi,Setuju,Setuju,Netral,Netral,2
Novel Fiksi;Sport & mainanan,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Seni,Self Wear;edukasi,Netral,Tidak Setuju,Tidak Setuju,Sangat Setuju,0
Alat Kantor/Sekolah;Alat Seni;Buku Non-Fiksi,Aplikasi Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional;Seni,Alat Seni;Self Wear,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,2
Alat Kantor/Sekolah;Buku Non-Fiksi,Website Gramedia.com,"Hiburan atau relaksasi;Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Seni,Alat Seni;edukasi,Tidak Setuju,Setuju,Netral,Netral,3
Komik;Sport & mainanan,Aplikasi Gramedia.com,"Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Lifestyle;Literasi,edukasi,Setuju,Setuju,Setuju,Netral,1
Alat Kantor/Sekolah,Toko alat tulis lainnya,Hiburan atau relaksasi;Menambah pengetahuan,Aktivitas Rekreasional;Literasi,Daily needs;Self Wear;edukasi,Tidak Setuju,Sangat Setuju,Sangat Setuju,Tidak Setuju,2
Alat Seni,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Seni,edukasi,Sangat Tidak Setuju,Netral,Sangat Setuju,Netral,4
Alat Seni;Buku Anak;Komik,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,Literasi;Seni,Self Wear;edukasi,Netral,Netral,Netral,Sangat Setuju,3
Sport & mainanan,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan;Untuk mengekspresikan kreativitas",Lifestyle;Seni,Alat Seni;edukasi,Netral,Setuju,Sangat Setuju,Tidak Setuju,2
Alat Kantor/Sekolah;Alat Seni;Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,Seni,Self Wear;edukasi,Sangat Setuju,Netral,Setuju,Tidak Setuju,1
Alat Kantor/Sekolah;Edukasi;Komik,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Literasi,Daily needs;Self Wear,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,2
Komik,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle;Literasi,Self Wear;edukasi,Sangat Tidak Setuju,Netral,Sangat Setuju,Netral,4
Sport & mainanan,Toko buku independen lainnya,Menambah pengetahuan,Aktivitas Rekreasional;Literasi;Seni,Alat Seni;Daily needs;edukasi,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,Netral,1
Alat Kantor/Sekolah;Alat Seni;Komik,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Alat Seni;Self Wear;edukasi,Netral,Tidak Setuju,Netral,Netral,4
Alat Kantor/Sekolah,Toko Gramedia,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Tidak Setuju,Netral,Tidak Setuju,Setuju,1
Alat Kantor/Sekolah;Buku Anak,Website Gramedia.com,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri",Literasi;Seni,Self Wear;edukasi,Setuju,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,2
Novel Fiksi;Sport & mainanan,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional;Literasi;Seni,Self Wear,Sangat Tidak Setuju,Setuju,Setuju,Netral,2
Alat Seni;Novel Fiksi,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri",Aktivitas Rekreasional;Lifestyle,edukasi,Tidak Setuju,Tidak Setuju,Setuju,Netral,0
Alat Seni;Buku Non-Fiksi;Novel Fiksi,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan",Lifestyle;Literasi,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,3
Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)","Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Aktivitas Rekreasional;Lifestyle;Literasi,Self Wear;edukasi,Sangat Setuju,Setuju,Tidak Setuju,Setuju,1
Alat Kantor/Sekolah;Sport & mainanan,Toko buku independen lainnya,Kado atau hadiah,Lifestyle,Daily needs;edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Netral,3
Sport & mainanan,Website Gramedia.com,Kado atau hadiah;Menambah pengetahuan,Aktivitas Rekreasional;Seni,Alat Seni;edukasi,Tidak Setuju,Setuju,Tidak Setuju,Sangat Setuju,3
Buku Non-Fiksi;Komik;Novel Fiksi,Website Gramedia.com,"Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Aktivitas Rekreasional,Self Wear;edukasi,Sangat Setuju,Sangat Setuju,Sangat Setuju,Netral,4
Alat Kantor/Sekolah;Edukasi;Novel Fiksi,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Lifestyle;Literasi,Alat Seni;Self Wear,Sangat Setuju,Netral,Sangat Setuju,Netral,4
Alat Kantor/Sekolah;Novel Fiksi,Toko buku independen lainnya,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Lifestyle,Alat Seni;Self Wear,Netral,Tidak Setuju,Netral,Setuju,5
Sport & mainanan,Toko Gramedia,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional,Alat Seni,Setuju,Netral,Sangat Tidak Setuju,Sangat Setuju,5
Edukasi;Novel Fiksi;Sport & mainanan,Aplikasi Gramedia.com,"Kado atau hadiah;Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Lifestyle,Self Wear,Sangat Setuju,Setuju,Setuju,Tidak Setuju,1
Buku Anak;Buku Non-Fiksi;Novel Fiksi,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Aktivitas Rekreasional,Alat Seni;Self Wear;edukasi,Netral,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,5
Alat Kantor/Sekolah;Edukasi,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Self Wear;edukasi,Sangat Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju,2
Buku Non-Fiksi;Sport & mainanan,Toko buku independen lainnya,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Seni,Alat Seni;Daily needs,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,1
Alat Kantor/Sekolah;Sport & mainanan,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Daily needs;Self Wear;edukasi,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,4
Buku Non-Fiksi,Website Gramedia.com,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri",Lifestyle,Alat Seni;Self Wear;edukasi,Sangat Tidak Setuju,Sangat Setuju,Setuju,Tidak Setuju,4
Alat Seni,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas",Seni,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Sangat Setuju,3
Sport & mainanan,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Lifestyle;Literasi;Seni,Daily needs;edukasi,Setuju,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,2
Alat Seni;Buku Non-Fiksi,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri",Aktivitas Rekreasional;Lifestyle;Literasi,Self Wear;edukasi,Setuju,Tidak Setuju,Setuju,Sangat Tidak Setuju,0
Alat Kantor/Sekolah;Edukasi,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Lifestyle;Seni,Daily needs;edukasi,Sangat Setuju,Setuju,Setuju,Tidak Setuju,1
Komik;Novel Fiksi,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Netral,3
Alat Seni;Buku Non-Fiksi;Edukasi,Website Gramedia.com,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Lifestyle;Seni,Alat Seni;edukasi,Setuju,Sangat Tidak Setuju,Netral,Sangat Setuju,3
Buku Anak,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear;edukasi,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,2
Alat Seni,Website Gramedia.com,Kado atau hadiah;Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional;Literasi;Seni,Self Wear;edukasi,Sangat Setuju,Sangat Setuju,Setuju,Sangat Tidak Setuju,1
Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Lifestyle;Literasi;Seni,Self Wear;edukasi,Netral,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
Alat Kantor/Sekolah;Edukasi,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Literasi,Alat Seni;edukasi,Setuju,Sangat Setuju,Netral,Sangat Setuju,0
Alat Kantor/Sekolah;Komik,Toko alat tulis lainnya,Kado atau hadiah;Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Alat Seni;Daily needs;edukasi,Tidak Setuju,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,4
Edukasi,Aplikasi Gramedia.com,"Kado atau hadiah;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Literasi,edukasi,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Setuju,5
Sport & mainanan,Toko buku independen lainnya,Kado atau hadiah;Menambah pengetahuan;Untuk mengekspresikan kreativitas,Seni,Self Wear,Sangat Setuju,Netral,Setuju,Sangat Tidak Setuju,1
Alat Seni;Edukasi;Novel Fiksi,Toko buku independen lainnya,Hiburan atau relaksasi,Lifestyle;Seni,Self Wear,Sangat Tidak Setuju,Netral,Setuju,Sangat Tidak Setuju,1
Buku Non-Fiksi;Novel Fiksi,Aplikasi Gramedia.com,"Hiburan atau relaksasi;Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Daily needs;edukasi,Tidak Setuju,Sangat Setuju,Netral,Netral,5
Edukasi,Toko buku independen lainnya,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Self Wear;edukasi,Setuju,Sangat Setuju,Sangat Tidak Setuju,Setuju,5
Sport & mainanan,Toko Gramedia,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan",Seni,Daily needs;Self Wear,Setuju,Netral,Netral,Sangat Tidak Setuju,0
Alat Kantor/Sekolah;Alat Seni;Buku Anak,Toko buku independen lainnya,Menambah pengetahuan,Aktivitas Rekreasional;Seni,Alat Seni,Sangat Setuju,Sangat Setuju,Tidak Setuju,Netral,4
Alat Kantor/Sekolah;Edukasi;Komik,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Literasi,Daily needs;Self Wear;edukasi,Netral,Setuju,Sangat Setuju,Sangat Setuju,2
Sport & mainanan,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,edukasi,Sangat Tidak Setuju,Tidak Setuju,Setuju,Setuju,1
Alat Kantor/Sekolah,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,edukasi,Sangat Tidak Setuju,Netral,Sangat Setuju,Tidak Setuju,2
Edukasi;Komik,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Literasi,Alat Seni;Self Wear;edukasi,Setuju,Netral,Netral,Setuju,4
Alat Kantor/Sekolah;Novel Fiksi;Sport & mainanan,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional;Seni,Self Wear;edukasi,Sangat Setuju,Tidak Setuju,Setuju,Sangat Setuju,5
Sport & mainanan,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Alat Seni;edukasi,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,1
Alat Kantor/Sekolah;Buku Non-Fiksi,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas",Literasi;Seni,Self Wear,Sangat Setuju,Setuju,Tidak Setuju,Sangat Tidak Setuju,4
Alat Seni;Buku Anak,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Lifestyle,Daily needs;Self Wear;edukasi,Setuju,Tidak Setuju,Sangat Tidak Setuju,Netral,5
Alat Kantor/Sekolah,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle;Literasi,Self Wear;edukasi,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,0
Komik,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Sebagai bentuk 'self-reward' atau apresiasi diri",Literasi,Self Wear;edukasi,Setuju,Netral,Sangat Setuju,Sangat Setuju,2
Alat Kantor/Sekolah,Website Gramedia.com,Hiburan atau relaksasi;Menambah pengetahuan,Aktivitas Rekreasional;Lifestyle;Literasi,Daily needs;Self Wear,Netral,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,5
Alat Kantor/Sekolah,Toko Gramedia,Menambah pengetahuan,Literasi,edukasi,Sangat Setuju,Setuju,Tidak Setuju,Netral,4
Alat Kantor/Sekolah;Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Alat Seni;Self Wear;edukasi,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,0
Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Seni,Self Wear,Setuju,Sangat Tidak Setuju,Sangat Setuju,Netral,2
Buku Anak;Komik;Sport & mainanan,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi;Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Alat Seni;edukasi,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Setuju,5
Komik,Toko Gramedia,"Hiburan atau relaksasi;Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Alat Seni;Self Wear,Tidak Setuju,Tidak Setuju,Sangat Setuju,Sangat Setuju,0
Edukasi,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle;Seni,Self Wear;edukasi,Setuju,Sangat Setuju,Netral,Sangat Setuju,3
Alat Kantor/Sekolah;Edukasi;Sport & mainanan,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Self Wear;edukasi,Setuju,Setuju,Netral,Tidak Setuju,2
Sport & mainanan,Toko Gramedia,Hiburan atau relaksasi;Untuk mengekspresikan kreativitas,Literasi,Self Wear,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Setuju,5
Novel Fiksi,Aplikasi Gramedia.com,"Hiburan atau relaksasi;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Setuju,Sangat Setuju,Netral,Setuju,5
Alat Seni;Buku Anak;Komik,Aplikasi Gramedia.com,"Menambah pengetahuan;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Seni,edukasi,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral,4
Alat Seni;Buku Anak,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Sebagai bentuk 'self-reward' atau apresiasi diri",Aktivitas Rekreasional,Daily needs;Self Wear;edukasi,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,1
Alat Kantor/Sekolah;Buku Non-Fiksi;Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,Lifestyle;Literasi;Seni,Self Wear,Setuju,Sangat Tidak Setuju,Sangat Setuju,Netral,3
Alat Kantor/Sekolah;Edukasi;Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi;Menambah pengetahuan,Lifestyle,edukasi,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Netral,5
Novel Fiksi,Website Gramedia.com,Kado atau hadiah;Menambah pengetahuan;Untuk mengekspresikan kreativitas,Aktivitas Rekreasional;Lifestyle,Self Wear;edukasi,Netral,Setuju,Tidak Setuju,Setuju,4
Alat Kantor/Sekolah;Buku Non-Fiksi,Toko Gramedia,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional;Literasi;Seni,edukasi,Netral,Setuju,Sangat Setuju,Tidak Setuju,2
Komik,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional;Seni,Alat Seni;Self Wear;edukasi,Sangat Setuju,Netral,Setuju,Setuju,1
Alat Kantor/Sekolah;Sport & mainanan,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,edukasi,Setuju,Setuju,Sangat Setuju,Tidak Setuju,2
Alat Seni;Komik,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Aktivitas Rekreasional,Alat Seni;Self Wear;edukasi,Setuju,Netral,Tidak Setuju,Sangat Setuju,4
Alat Seni;Komik;Sport & mainanan,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri;Untuk mengekspresikan kreativitas,Lifestyle;Literasi;Seni,Alat Seni;Self Wear,Tidak Setuju,Setuju,Sangat Setuju,Sangat Tidak Setuju,0
Alat Seni,Website Gramedia.com,Untuk mengekspresikan kreativitas,Lifestyle;Literasi,Self Wear;edukasi,Sangat Tidak Setuju,Sangat Setuju,Setuju,Sangat Setuju,3
Buku Non-Fiksi,Website Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional;Lifestyle,edukasi,Sangat Setuju,Tidak Setuju,Setuju,Sangat Tidak Setuju,0
Sport & mainanan,Toko alat tulis lainnya,Hiburan atau relaksasi,Aktivitas Rekreasional;Lifestyle,Alat Seni,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,4
Alat Seni;Komik,Toko buku independen lainnya,Menambah pengetahuan;Untuk mengekspresikan kreativitas,Lifestyle;Seni,edukasi,Tidak Setuju,Tidak Setuju,Netral,Tidak Setuju,0
Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Daily needs;Self Wear;edukasi,Sangat Tidak Setuju,Tidak Setuju,Netral,Setuju,3
Alat Kantor/Sekolah,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle;Seni,Alat Seni,Sangat Tidak Setuju,Setuju,Tidak Setuju,Netral,4
Alat Seni,Website Gramedia.com,"Kado atau hadiah;Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan",Aktivitas Rekreasional,Alat Seni,Tidak Setuju,Sangat Setuju,Netral,Sangat Setuju,3
Komik,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Untuk mengekspresikan kreativitas",Lifestyle,edukasi,Sangat Tidak Setuju,Setuju,Sangat Setuju,Setuju,2
Alat Kantor/Sekolah;Alat Seni;Edukasi,Toko alat tulis lainnya,Kado atau hadiah,Lifestyle,Alat Seni;edukasi,Setuju,Setuju,Sangat Tidak Setuju,Tidak Setuju,2
Alat Kantor/Sekolah;Edukasi,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor);Menambah pengetahuan;Sebagai bentuk 'self-reward' atau apresiasi diri",Literasi;Seni,Self Wear;edukasi,Sangat Setuju,Netral,Netral,Sangat Setuju,3
Alat Seni;Komik;Sport & mainanan,Aplikasi Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional;Literasi;Seni,Alat Seni;Self Wear,Netral,Tidak Setuju,Netral,Sangat Setuju,5
Alat Seni;Komik,Toko Gramedia,"Hiburan atau relaksasi;Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya);Untuk mengekspresikan kreativitas",Aktivitas Rekreasional;Lifestyle,edukasi,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,1
Novel Fiksi,Toko Gramedia,Menambah pengetahuan;Untuk mengekspresikan kreativitas,Literasi;Seni,Alat Seni;Daily needs;Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Sangat Setuju,3
