ID,Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat
521,Alat Kantor/Sekolah,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Alat Seni,Setuju,Sangat Tidak Setuju,Setuju,Netral
522,Buku Anak,Website Gramedia.com,Menambah pengetahuan,Seni,edukasi,Setuju,Tidak Setuju,Tidak Setuju,Setuju
523,Komik,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Setuju
524,Alat Kantor/Sekolah,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Tidak Setuju,Setuju,Tidak Setuju,Setuju
525,Alat Kantor/Sekolah,Toko buku independen lainnya,Hiburan atau relaksasi,Lifestyle,Self Wear,Tidak Setuju,Setuju,Sangat Tidak Setuju,Sangat Setuju
526,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,edukasi,Sangat Setuju,Netral,Setuju,Sangat Tidak Setuju
527,Buku Anak,Website Gramedia.com,Kado atau hadiah,Aktivitas Rekreasional,Alat Seni,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Tidak Setuju
528,Buku Anak,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Self Wear,Netral,Setuju,Sangat Tidak Setuju,Sangat Setuju
529,Edukasi,Toko Gramedia,Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Netral,Tidak Setuju,Setuju,Sangat Tidak Setuju
530,Alat Kantor/Sekolah,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional,Alat Seni,Tidak Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju
531,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Netral,Netral,Setuju,Sangat Tidak Setuju
532,Sport & mainanan,Toko Gramedia,Kado atau hadiah,Literasi,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Netral
533,Alat Kantor/Sekolah,Toko buku independen lainnya,Hiburan atau relaksasi,Literasi,Self Wear,Setuju,Netral,Setuju,Sangat Setuju
534,Alat Kantor/Sekolah,Website Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Setuju,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
535,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Literasi,Self Wear,Sangat Tidak Setuju,Netral,Setuju,Netral
536,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Seni,edukasi,Setuju,Tidak Setuju,Setuju,Sangat Tidak Setuju
537,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Literasi,edukasi,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju
538,Edukasi,Toko alat tulis lainnya,Hiburan atau relaksasi,Literasi,edukasi,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju
539,Novel Fiksi,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Sangat Setuju,Netral,Tidak Setuju,Setuju
540,Alat Kantor/Sekolah,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Sangat Setuju,Netral,Setuju,Sangat Tidak Setuju
541,Alat Kantor/Sekolah,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Self Wear,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju
542,Alat Seni,Toko buku independen lainnya,Menambah pengetahuan,Seni,edukasi,Netral,Sangat Setuju,Netral,Setuju
543,Alat Kantor/Sekolah,Toko Gramedia,Kado atau hadiah,Literasi,Daily needs,Netral,Netral,Netral,Sangat Setuju
544,Alat Seni,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Daily needs,Tidak Setuju,Netral,Sangat Setuju,Tidak Setuju
545,Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Daily needs,Netral,Setuju,Netral,Setuju
546,Sport & mainanan,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Self Wear,Netral,Sangat Setuju,Sangat Tidak Setuju,Netral
547,Sport & mainanan,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Setuju,Sangat Setuju,Sangat Tidak Setuju,Setuju
548,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Alat Seni,Netral,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju
549,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Seni,Alat Seni,Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju
550,Komik,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju
551,Buku Anak,Toko buku independen lainnya,Kado atau hadiah,Aktivitas Rekreasional,Daily needs,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju
552,Novel Fiksi,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Lifestyle,Self Wear,Netral,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju
553,Sport & mainanan,Toko buku independen lainnya,Menambah pengetahuan,Literasi,edukasi,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Setuju
554,Edukasi,Toko buku independen lainnya,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Tidak Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju
555,Alat Kantor/Sekolah,Toko buku independen lainnya,Menambah pengetahuan,Seni,Self Wear,Tidak Setuju,Tidak Setuju,Netral,Tidak Setuju
556,Alat Kantor/Sekolah,Toko Gramedia,Menambah pengetahuan,Seni,Alat Seni,Setuju,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju
557,Alat Seni,Toko buku independen lainnya,Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Setuju,Sangat Setuju,Tidak Setuju,Setuju
558,Novel Fiksi,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Alat Seni,Sangat Setuju,Setuju,Setuju,Setuju
559,Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju
560,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Lifestyle,edukasi,Tidak Setuju,Sangat Setuju,Sangat Setuju,Tidak Setuju
561,Sport & mainanan,Toko Gramedia,Menambah pengetahuan,Lifestyle,edukasi,Netral,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju
562,Alat Seni,Website Gramedia.com,Hiburan atau relaksasi,Literasi,edukasi,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju
563,Alat Seni,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Alat Seni,Netral,Tidak Setuju,Sangat Tidak Setuju,Netral
564,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Hiburan atau relaksasi,Literasi,Self Wear,Tidak Setuju,Setuju,Sangat Tidak Setuju,Netral
565,Sport & mainanan,Website Gramedia.com,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Tidak Setuju,Tidak Setuju,Netral,Sangat Setuju
566,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Tidak Setuju,Setuju,Netral,Setuju
567,Komik,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju
568,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Seni,Daily needs,Setuju,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju
569,Buku Non-Fiksi,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Self Wear,Tidak Setuju,Setuju,Tidak Setuju,Setuju
570,Alat Seni,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,edukasi,Netral,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju
571,Buku Non-Fiksi,Aplikasi Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
572,Sport & mainanan,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Tidak Setuju,Sangat Setuju,Setuju
573,Komik,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Lifestyle,edukasi,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Netral
574,Sport & mainanan,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Netral
575,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Seni,edukasi,Sangat Tidak Setuju,Netral,Setuju,Sangat Tidak Setuju
576,Komik,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Daily needs,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju
577,Edukasi,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,edukasi,Sangat Setuju,Tidak Setuju,Netral,Sangat Tidak Setuju
578,Sport & mainanan,Website Gramedia.com,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Setuju,Setuju,Netral
579,Alat Kantor/Sekolah,Toko buku independen lainnya,Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Setuju,Setuju,Setuju
580,Alat Kantor/Sekolah,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Self Wear,Tidak Setuju,Tidak Setuju,Sangat Setuju,Setuju
581,Sport & mainanan,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Self Wear,Sangat Setuju,Sangat Setuju,Netral,Sangat Tidak Setuju
582,Alat Seni,Toko buku independen lainnya,Menambah pengetahuan,Literasi,edukasi,Setuju,Tidak Setuju,Sangat Tidak Setuju,Setuju
583,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Seni,Daily needs,Setuju,Sangat Setuju,Setuju,Setuju
584,Sport & mainanan,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Setuju
585,Alat Kantor/Sekolah,Website Gramedia.com,Menambah pengetahuan,Literasi,Daily needs,Netral,Sangat Setuju,Netral,Tidak Setuju
586,Alat Kantor/Sekolah,Toko Gramedia,Kado atau hadiah,Seni,Daily needs,Setuju,Setuju,Sangat Setuju,Netral
587,Alat Kantor/Sekolah,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,edukasi,Tidak Setuju,Netral,Tidak Setuju,Sangat Setuju
588,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Setuju,Tidak Setuju
589,Buku Anak,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Lifestyle,Self Wear,Tidak Setuju,Sangat Setuju,Tidak Setuju,Tidak Setuju
590,Buku Non-Fiksi,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,edukasi,Tidak Setuju,Sangat Tidak Setuju,Netral,Sangat Setuju
591,Alat Seni,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Tidak Setuju,Setuju,Tidak Setuju
592,Sport & mainanan,Toko alat tulis lainnya,Menambah pengetahuan,Literasi,edukasi,Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju
593,Sport & mainanan,Toko Gramedia,Menambah pengetahuan,Lifestyle,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju
594,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Lifestyle,Self Wear,Tidak Setuju,Netral,Sangat Tidak Setuju,Setuju
595,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Seni,edukasi,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,Netral
596,Alat Seni,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Daily needs,Sangat Setuju,Netral,Sangat Setuju,Tidak Setuju
597,Buku Non-Fiksi,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Literasi,Self Wear,Netral,Netral,Netral,Netral
598,Komik,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Tidak Setuju,Netral,Netral,Netral
599,Alat Kantor/Sekolah,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,edukasi,Netral,Setuju,Sangat Tidak Setuju,Tidak Setuju
600,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Netral
601,Buku Anak,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Lifestyle,Self Wear,Sangat Tidak Setuju,Netral,Netral,Netral
602,Alat Seni,Toko Gramedia,Untuk mengekspresikan kreativitas,Seni,Self Wear,Tidak Setuju,Setuju,Sangat Setuju,Setuju
603,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Lifestyle,Self Wear,Netral,Sangat Setuju,Sangat Tidak Setuju,Netral
604,Alat Seni,Toko buku independen lainnya,Hiburan atau relaksasi,Seni,Self Wear,Netral,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju
605,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Netral,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju
606,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Netral,Setuju,Sangat Tidak Setuju,Tidak Setuju
607,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Setuju
608,Buku Non-Fiksi,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Setuju,Sangat Setuju,Sangat Setuju
609,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Netral,Sangat Setuju,Netral,Tidak Setuju
610,Sport & mainanan,Website Gramedia.com,Kado atau hadiah,Literasi,edukasi,Netral,Sangat Tidak Setuju,Setuju,Setuju
611,Alat Kantor/Sekolah,Toko Gramedia,Menambah pengetahuan,Seni,edukasi,Tidak Setuju,Tidak Setuju,Setuju,Sangat Setuju
612,Buku Non-Fiksi,Toko buku independen lainnya,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Setuju,Tidak Setuju,Netral
613,Sport & mainanan,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Self Wear,Setuju,Tidak Setuju,Setuju,Sangat Tidak Setuju
614,Sport & mainanan,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Tidak Setuju,Netral,Tidak Setuju,Sangat Setuju
615,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Daily needs,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Sangat Setuju
616,Sport & mainanan,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Lifestyle,Alat Seni,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
617,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Seni,Self Wear,Tidak Setuju,Sangat Setuju,Setuju,Tidak Setuju
618,Alat Seni,Toko Gramedia,Hiburan atau relaksasi,Seni,edukasi,Tidak Setuju,Setuju,Sangat Tidak Setuju,Netral
619,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,edukasi,Sangat Setuju,Netral,Sangat Setuju,Sangat Tidak Setuju
620,Alat Kantor/Sekolah,Toko alat tulis lainnya,Kado atau hadiah,Seni,edukasi,Sangat Tidak Setuju,Setuju,Tidak Setuju,Netral
621,Edukasi,Toko buku independen lainnya,Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju
622,Buku Non-Fiksi,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Self Wear,Setuju,Tidak Setuju,Netral,Tidak Setuju
623,Buku Non-Fiksi,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Setuju,Netral,Sangat Tidak Setuju,Sangat Setuju
624,Sport & mainanan,Toko buku independen lainnya,Menambah pengetahuan,Lifestyle,Daily needs,Tidak Setuju,Setuju,Setuju,Tidak Setuju
625,Alat Seni,Aplikasi Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Setuju,Setuju,Setuju,Sangat Tidak Setuju
626,Alat Seni,Toko alat tulis lainnya,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Setuju,Tidak Setuju,Netral,Sangat Tidak Setuju
627,Sport & mainanan,Website Gramedia.com,Hiburan atau relaksasi,Seni,edukasi,Netral,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju
628,Edukasi,Toko Gramedia,Hiburan atau relaksasi,Seni,Self Wear,Netral,Tidak Setuju,Setuju,Sangat Tidak Setuju
629,Alat Seni,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,edukasi,Netral,Sangat Tidak Setuju,Netral,Sangat Setuju
630,Komik,Website Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju
631,Sport & mainanan,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Alat Seni,Netral,Tidak Setuju,Tidak Setuju,Netral
632,Alat Kantor/Sekolah,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Daily needs,Netral,Setuju,Tidak Setuju,Setuju
633,Buku Anak,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Setuju,Setuju,Setuju,Sangat Tidak Setuju
634,Komik,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,edukasi,Tidak Setuju,Setuju,Setuju,Sangat Tidak Setuju
635,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Tidak Setuju,Netral,Sangat Setuju,Tidak Setuju
636,Alat Seni,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Lifestyle,edukasi,Sangat Tidak Setuju,Sangat Setuju,Setuju,Sangat Tidak Setuju
637,Alat Seni,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,edukasi,Tidak Setuju,Setuju,Tidak Setuju,Sangat Tidak Setuju
638,Edukasi,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Daily needs,Setuju,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju
639,Alat Kantor/Sekolah,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,edukasi,Sangat Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju
640,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Lifestyle,Self Wear,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju
641,Buku Non-Fiksi,Aplikasi Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Netral,Netral,Sangat Setuju
642,Buku Anak,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Alat Seni,Netral,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
643,Alat Kantor/Sekolah,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear,Setuju,Setuju,Sangat Tidak Setuju,Setuju
644,Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Literasi,edukasi,Netral,Tidak Setuju,Tidak Setuju,Setuju
645,Alat Seni,Toko Gramedia,Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral
646,Novel Fiksi,Aplikasi Gramedia.com,Hiburan atau relaksasi,Lifestyle,edukasi,Sangat Setuju,Sangat Setuju,Sangat Setuju,Tidak Setuju
647,Alat Seni,Website Gramedia.com,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Netral
648,Alat Seni,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Self Wear,Tidak Setuju,Sangat Setuju,Setuju,Sangat Tidak Setuju
649,Novel Fiksi,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Lifestyle,edukasi,Sangat Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju
650,Buku Non-Fiksi,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Sangat Setuju,Netral,Netral,Sangat Tidak Setuju
651,Edukasi,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Sangat Setuju,Tidak Setuju,Netral,Netral
652,Buku Anak,Toko buku independen lainnya,Menambah pengetahuan,Lifestyle,Daily needs,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
653,Sport & mainanan,Toko Gramedia,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Tidak Setuju,Netral,Netral,Tidak Setuju
654,Alat Kantor/Sekolah,Toko Gramedia,Untuk mengekspresikan kreativitas,Lifestyle,Self Wear,Sangat Tidak Setuju,Netral,Tidak Setuju,Sangat Tidak Setuju
655,Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear,Tidak Setuju,Sangat Setuju,Setuju,Sangat Setuju
656,Buku Anak,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Literasi,Alat Seni,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju
657,Edukasi,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Seni,Alat Seni,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju
658,Sport & mainanan,Toko Gramedia,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Tidak Setuju,Setuju,Sangat Tidak Setuju,Sangat Setuju
659,Buku Non-Fiksi,Aplikasi Gramedia.com,Kado atau hadiah,Seni,edukasi,Sangat Tidak Setuju,Tidak Setuju,Setuju,Sangat Tidak Setuju
660,Buku Anak,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Self Wear,Tidak Setuju,Sangat Setuju,Sangat Setuju,Setuju
661,Novel Fiksi,Toko alat tulis lainnya,Menambah pengetahuan,Literasi,Daily needs,Tidak Setuju,Tidak Setuju,Tidak Setuju,Setuju
662,Alat Seni,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Seni,Self Wear,Setuju,Netral,Setuju,Setuju
663,Alat Kantor/Sekolah,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,edukasi,Netral,Netral,Tidak Setuju,Sangat Tidak Setuju
664,Alat Kantor/Sekolah,Website Gramedia.com,Hiburan atau relaksasi,Literasi,Self Wear,Sangat Tidak Setuju,Tidak Setuju,Setuju,Tidak Setuju
