ID,Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat
399,Alat Tulis Umum (Kantor/Sekolah),Website Gramedia.com,Kado atau hadiah,Menghadiri acara budaya atau edukasi,Alat Tulis kantor atau sekolah,Netral,Sangat Setuju,Netral,Setuju
400,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Travelling,Kesehatan dan Kecantikan,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Setuju
401,Alat Olahraga,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Belanja online/offline,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
402,Alat Musik,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Bermain game (offline/online),"Buku fiksi (novel, komik, buku anak)",Netral,Setuju,Netral,Netral
403,Mainan/Collectible item,Toko alat tulis lainnya,Menambah pengetahuan,Bermain game (offline/online),"Buku fiksi (novel, komik, buku anak)",Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,Netral
404,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Aplikasi Gramedia.com,Menambah pengetahuan,Membaca buku atau majalah,"Buku fiksi (novel, komik, buku anak)",Setuju,Tidak Setuju,Sangat Tidak Setuju,Netral
405,Buku Anak,Toko alat tulis lainnya,Menambah pengetahuan,Membaca buku atau majalah,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Setuju,Tidak Setuju,Setuju,Sangat Setuju
406,Novel Fiksi,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,"Menulis (diari, blog, atau lainnya)","Buku fiksi (novel, komik, buku anak)",Sangat Setuju,Sangat Setuju,Sangat Setuju,Tidak Setuju
407,Perlengkapan Seni/Kreatif,Aplikasi Gramedia.com,Hiburan atau relaksasi,Menghadiri acara budaya atau edukasi,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju
408,Komik/Novel Grafis,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Bermain game (offline/online),"Buku non-fiksi (pengembangan diri, sejarah, agama)",Setuju,Sangat Setuju,Netral,Sangat Tidak Setuju
409,Alat Musik,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Travelling,"Buku fiksi (novel, komik, buku anak)",Tidak Setuju,Sangat Setuju,Netral,Tidak Setuju
410,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Aplikasi Gramedia.com,Kado atau hadiah,Bermain musik,Kesehatan dan Kecantikan,Setuju,Sangat Setuju,Tidak Setuju,Sangat Setuju
411,Perlengkapan Kantor atau Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Olahraga,"Buku fiksi (novel, komik, buku anak)",Setuju,Netral,Netral,Tidak Setuju
412,Perlengkapan Kantor atau Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Olahraga,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju
413,Alat Tulis Umum (Kantor/Sekolah),Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Menghadiri acara budaya atau edukasi,Alat Tulis kantor atau sekolah,Sangat Tidak Setuju,Netral,Sangat Setuju,Tidak Setuju
414,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Travelling,Alat Tulis kantor atau sekolah,Netral,Setuju,Sangat Setuju,Sangat Tidak Setuju
415,Buku Anak,Aplikasi Gramedia.com,Kado atau hadiah,Menghadiri acara budaya atau edukasi,Alat Olahraga,Netral,Sangat Tidak Setuju,Setuju,Setuju
416,Novel Fiksi,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Olahraga,Alat Olahraga,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral
417,Jurnal/Perencana (Planner),Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Melukis atau menggambar,Mainan,Sangat Setuju,Tidak Setuju,Netral,Sangat Tidak Setuju
418,Perlengkapan Seni/Kreatif,Toko Gramedia,Kado atau hadiah,Travelling,Kesehatan dan Kecantikan,Sangat Tidak Setuju,Netral,Sangat Setuju,Setuju
419,Mainan/Collectible item,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,"Menulis (diari, blog, atau lainnya)","Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Setuju,Tidak Setuju,Setuju,Netral
420,Buku Anak,Toko buku independen lainnya,Hiburan atau relaksasi,Bermain musik,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Netral,Netral,Setuju,Tidak Setuju
421,Alat Musik,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Belanja online/offline,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Setuju,Sangat Tidak Setuju,Setuju,Netral
422,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,"Menulis (diari, blog, atau lainnya)",Alat Musik & kesenian,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju
423,Perlengkapan Kantor atau Sekolah,Toko alat tulis lainnya,Menambah pengetahuan,Belanja online/offline,Alat Olahraga,Setuju,Sangat Tidak Setuju,Tidak Setuju,Setuju
424,Buku Anak,Website Gramedia.com,Menambah pengetahuan,Bermain game (offline/online),Kesehatan dan Kecantikan,Sangat Setuju,Netral,Sangat Setuju,Sangat Tidak Setuju
425,Alat Musik,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,"Menulis (diari, blog, atau lainnya)",Mainan,Tidak Setuju,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju
426,Mainan/Collectible item,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Olahraga,Alat Olahraga,Sangat Tidak Setuju,Sangat Setuju,Setuju,Sangat Setuju
427,Alat Tulis Umum (Kantor/Sekolah),Aplikasi Gramedia.com,Menambah pengetahuan,Travelling,Alat Musik & kesenian,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju
428,Perlengkapan Seni/Kreatif,Toko Gramedia,Hiburan atau relaksasi,Melukis atau menggambar,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Tidak Setuju,Sangat Setuju,Tidak Setuju,Setuju
429,Buku Anak,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Olahraga,Alat Musik & kesenian,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Setuju
430,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko buku independen lainnya,Kado atau hadiah,Bermain game (offline/online),"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Tidak Setuju,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju
431,Alat Tulis Umum (Kantor/Sekolah),Toko alat tulis lainnya,Hiburan atau relaksasi,Travelling,Kesehatan dan Kecantikan,Netral,Sangat Setuju,Setuju,Sangat Setuju
432,Perlengkapan Seni/Kreatif,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,"Menulis (diari, blog, atau lainnya)",Mainan,Setuju,Setuju,Sangat Tidak Setuju,Netral
433,Perlengkapan Seni/Kreatif,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Travelling,Alat Tulis kantor atau sekolah,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Netral
434,Komik/Novel Grafis,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Menghadiri acara budaya atau edukasi,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Setuju,Netral,Sangat Setuju,Sangat Setuju
435,Jurnal/Perencana (Planner),Toko Gramedia,Kado atau hadiah,"Menulis (diari, blog, atau lainnya)",Alat Olahraga,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
436,Jurnal/Perencana (Planner),Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Belanja online/offline,Mainan,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
437,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Belanja online/offline,Mainan,Netral,Setuju,Setuju,Setuju
438,Buku Anak,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Olahraga,Alat Tulis kantor atau sekolah,Tidak Setuju,Netral,Netral,Netral
439,Alat Tulis Umum (Kantor/Sekolah),Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Membaca buku atau majalah,Alat Musik & kesenian,Sangat Setuju,Setuju,Setuju,Setuju
440,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Travelling,Kesehatan dan Kecantikan,Sangat Tidak Setuju,Setuju,Tidak Setuju,Sangat Setuju
441,Mainan/Collectible item,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Bermain game (offline/online),Alat Olahraga,Sangat Setuju,Setuju,Netral,Sangat Tidak Setuju
442,Mainan/Collectible item,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Bermain musik,Alat Tulis kantor atau sekolah,Netral,Setuju,Tidak Setuju,Tidak Setuju
443,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Melukis atau menggambar,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Setuju,Sangat Setuju,Setuju,Tidak Setuju
444,Buku Anak,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Belanja online/offline,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Setuju,Netral,Netral,Netral
445,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)","Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Membaca buku atau majalah,"Buku fiksi (novel, komik, buku anak)",Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
446,Alat Olahraga,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Menghadiri acara budaya atau edukasi,Alat Olahraga,Setuju,Sangat Setuju,Tidak Setuju,Netral
447,Alat Musik,Toko alat tulis lainnya,Menambah pengetahuan,Bermain game (offline/online),"Buku fiksi (novel, komik, buku anak)",Netral,Tidak Setuju,Netral,Netral
448,Mainan/Collectible item,Aplikasi Gramedia.com,Hiburan atau relaksasi,Menghadiri acara budaya atau edukasi,"Buku fiksi (novel, komik, buku anak)",Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju
449,Alat Tulis Umum (Kantor/Sekolah),Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Travelling,Kesehatan dan Kecantikan,Netral,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju
450,Perlengkapan Kantor atau Sekolah,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Menghadiri acara budaya atau edukasi,Alat Musik & kesenian,Setuju,Sangat Tidak Setuju,Setuju,Netral
451,Perlengkapan Seni/Kreatif,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Melukis atau menggambar,Alat Olahraga,Netral,Tidak Setuju,Sangat Tidak Setuju,Netral
452,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Belanja online/offline,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Sangat Setuju,Setuju,Tidak Setuju,Netral
453,Buku Anak,Toko buku independen lainnya,Kado atau hadiah,Bermain musik,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Setuju,Setuju,Sangat Tidak Setuju,Tidak Setuju
454,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Bermain musik,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju
455,Novel Fiksi,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Membaca buku atau majalah,Alat Musik & kesenian,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Setuju
456,Alat Tulis Umum (Kantor/Sekolah),"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Travelling,Alat Olahraga,Sangat Setuju,Sangat Setuju,Sangat Setuju,Tidak Setuju
457,Komik/Novel Grafis,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,"Menulis (diari, blog, atau lainnya)","Buku non-fiksi (pengembangan diri, sejarah, agama)",Setuju,Tidak Setuju,Tidak Setuju,Netral
458,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Bermain game (offline/online),"Buku fiksi (novel, komik, buku anak)",Netral,Netral,Setuju,Sangat Setuju
459,Mainan/Collectible item,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Menghadiri acara budaya atau edukasi,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Netral,Netral,Sangat Setuju,Sangat Tidak Setuju
460,Perlengkapan Kantor atau Sekolah,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Bermain game (offline/online),Alat Olahraga,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju
461,Mainan/Collectible item,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Membaca buku atau majalah,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Setuju,Sangat Setuju,Netral,Netral
462,Perlengkapan Kantor atau Sekolah,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Bermain game (offline/online),Alat Musik & kesenian,Netral,Tidak Setuju,Setuju,Setuju
463,Novel Fiksi,Website Gramedia.com,Menambah pengetahuan,Bermain game (offline/online),Alat Musik & kesenian,Setuju,Tidak Setuju,Netral,Setuju
464,Alat Tulis Umum (Kantor/Sekolah),Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Travelling,Mainan,Sangat Tidak Setuju,Netral,Setuju,Sangat Setuju
465,Komik/Novel Grafis,Toko Gramedia,Hiburan atau relaksasi,Bermain musik,"Buku fiksi (novel, komik, buku anak)",Tidak Setuju,Sangat Tidak Setuju,Netral,Tidak Setuju
466,Mainan/Collectible item,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Bermain game (offline/online),Alat Tulis kantor atau sekolah,Tidak Setuju,Netral,Sangat Tidak Setuju,Setuju
467,Jurnal/Perencana (Planner),Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Travelling,Alat Olahraga,Netral,Netral,Tidak Setuju,Sangat Setuju
468,Novel Fiksi,Toko Gramedia,Hiburan atau relaksasi,Olahraga,Mainan,Netral,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju
469,Komik/Novel Grafis,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Bermain game (offline/online),"Buku fiksi (novel, komik, buku anak)",Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,Setuju
470,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Travelling,Alat Olahraga,Netral,Sangat Tidak Setuju,Setuju,Tidak Setuju
471,Mainan/Collectible item,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Bermain game (offline/online),"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Tidak Setuju,Sangat Setuju,Netral,Sangat Tidak Setuju
472,Perlengkapan Kantor atau Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Travelling,Alat Olahraga,Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju
473,Komik/Novel Grafis,Toko Gramedia,Kado atau hadiah,Belanja online/offline,Alat Tulis kantor atau sekolah,Setuju,Netral,Tidak Setuju,Sangat Setuju
474,Komik/Novel Grafis,Aplikasi Gramedia.com,Kado atau hadiah,Olahraga,Alat Musik & kesenian,Sangat Tidak Setuju,Netral,Setuju,Netral
475,Perlengkapan Kantor atau Sekolah,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Travelling,Kesehatan dan Kecantikan,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju
476,Komik/Novel Grafis,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Olahraga,Alat Olahraga,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju
477,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Bermain game (offline/online),Alat Musik & kesenian,Netral,Tidak Setuju,Sangat Setuju,Tidak Setuju
478,Buku Anak,Toko Gramedia,Kado atau hadiah,Bermain game (offline/online),Alat Olahraga,Sangat Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju
479,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Membaca buku atau majalah,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Setuju,Sangat Tidak Setuju,Setuju,Tidak Setuju
480,Buku Anak,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Bermain game (offline/online),Alat Musik & kesenian,Setuju,Setuju,Sangat Setuju,Sangat Setuju
481,Novel Fiksi,Toko alat tulis lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Menghadiri acara budaya atau edukasi,Alat Tulis kantor atau sekolah,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Netral
482,Komik/Novel Grafis,Toko Gramedia,Untuk mengekspresikan kreativitas,Belanja online/offline,Alat Olahraga,Sangat Setuju,Sangat Tidak Setuju,Netral,Sangat Setuju
483,Novel Fiksi,Aplikasi Gramedia.com,Menambah pengetahuan,Olahraga,Mainan,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Sangat Setuju
484,Novel Fiksi,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Membaca buku atau majalah,Kesehatan dan Kecantikan,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju
485,Alat Musik,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Travelling,Alat Olahraga,Netral,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju
486,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Menghadiri acara budaya atau edukasi,Alat Musik & kesenian,Netral,Setuju,Sangat Setuju,Netral
487,Jurnal/Perencana (Planner),Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Melukis atau menggambar,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Sangat Tidak Setuju,Sangat Setuju,Setuju,Sangat Setuju
488,Alat Tulis Umum (Kantor/Sekolah),Toko buku independen lainnya,Kado atau hadiah,Olahraga,Mainan,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju
489,Komik/Novel Grafis,Toko alat tulis lainnya,Menambah pengetahuan,Membaca buku atau majalah,Kesehatan dan Kecantikan,Tidak Setuju,Sangat Setuju,Tidak Setuju,Setuju
490,Mainan/Collectible item,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Melukis atau menggambar,Alat Olahraga,Netral,Setuju,Sangat Tidak Setuju,Netral
491,Mainan/Collectible item,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Bermain musik,Mainan,Sangat Tidak Setuju,Tidak Setuju,Netral,Tidak Setuju
492,Alat Tulis Umum (Kantor/Sekolah),Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Melukis atau menggambar,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Tidak Setuju,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju
493,Alat Musik,Aplikasi Gramedia.com,Kado atau hadiah,Bermain musik,"Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju
494,Alat Tulis Umum (Kantor/Sekolah),Website Gramedia.com,Menambah pengetahuan,Bermain musik,Alat Olahraga,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral
495,Alat Tulis Umum (Kantor/Sekolah),"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Olahraga,Kesehatan dan Kecantikan,Netral,Sangat Setuju,Sangat Setuju,Setuju
496,Perlengkapan Kantor atau Sekolah,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Bermain game (offline/online),Kesehatan dan Kecantikan,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Netral
497,"Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)",Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Travelling,"Buku non-fiksi (pengembangan diri, sejarah, agama)",Tidak Setuju,Setuju,Sangat Tidak Setuju,Netral
498,Perlengkapan Kantor atau Sekolah,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,"Menulis (diari, blog, atau lainnya)",Alat Musik & kesenian,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju
499,Jurnal/Perencana (Planner),Toko Gramedia,Hiburan atau relaksasi,"Menulis (diari, blog, atau lainnya)",Mainan,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju
500,Jurnal/Perencana (Planner),Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)","Menulis (diari, blog, atau lainnya)","Buku Edukasi (Buku Teks, Latihan Soal, Kamus)",Setuju,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju
501,Perlengkapan Kantor atau Sekolah,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,"Menulis (diari, blog, atau lainnya)",Alat Musik & kesenian,Setuju,Tidak Setuju,Netral,Tidak Setuju
502,"Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)",Toko alat tulis lainnya,Hiburan atau relaksasi,Bermain musik,Alat Tulis kantor atau sekolah,Netral,Setuju,Sangat Setuju,Sangat Tidak Setuju
503,Komik/Novel Grafis,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Travelling,Mainan,Setuju,Tidak Setuju,Netral,Tidak Setuju
504,Alat Musik,Toko Gramedia,Kado atau hadiah,Melukis atau menggambar,Kesehatan dan Kecantikan,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
505,Alat Tulis Umum (Kantor/Sekolah),Toko Gramedia,Hiburan atau relaksasi,Melukis atau menggambar,Alat Tulis kantor atau sekolah,Setuju,Setuju,Tidak Setuju,Sangat Tidak Setuju
506,Alat Olahraga,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Olahraga,Alat Tulis kantor atau sekolah,Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju
507,Alat Musik,Toko Gramedia,Kado atau hadiah,Bermain game (offline/online),Alat Olahraga,Tidak Setuju,Netral,Netral,Sangat Tidak Setuju
